age,sex,job,housing,saving_account,checking_account,credit_amount,duration,risk,purpose,age_group,credit_per_month,saving_score,checking_score
28,female,unskilled_and_non-resident,own,little,rich,745,9,1,radio/TV,Young,82.77777777777777,1,3
30,male,highly skilled,rent,little,moderate,2063,6,0,radio/TV,Young,343.8333333333333,1,2
42,male,skilled,free,little,moderate,6288,60,1,education,Middle-aged,104.8,1,2
46,male,highly skilled,own,little,moderate,6842,24,0,car,Middle-aged,285.0833333333333,1,2
45,male,highly skilled,own,little,moderate,3527,12,0,car,Middle-aged,293.9166666666667,1,2
31,male,unskilled_and_non-resident,own,little,little,1546,10,0,car,Young,154.6,1,1
31,male,skilled,own,little,moderate,929,24,0,furniture/equipment,Young,38.708333333333336,1,2
42,male,unskilled_and_non-resident,own,little,little,1455,4,0,car,Middle-aged,363.75,1,1
46,female,skilled,rent,little,little,1845,15,0,furniture/equipment,Middle-aged,123.0,1,1
30,female,skilled,own,quite rich,moderate,8358,48,0,car,Young,174.125,4,2
30,male,skilled,free,quite rich,little,3349,24,1,furniture/equipment,Young,139.54166666666666,4,1
38,male,highly skilled,own,little,moderate,2859,12,0,car,Middle-aged,238.25,1,2
43,male,unskilled_and_non-resident,own,little,little,1533,18,1,furniture/equipment,Middle-aged,85.16666666666667,1,1
31,male,skilled,own,moderate,moderate,3621,24,1,radio/TV,Young,150.875,2,2
40,male,unskilled_and_non-resident,own,little,moderate,3590,18,0,business,Middle-aged,199.44444444444446,1,2
24,male,skilled,own,little,little,2145,36,1,business,Young,59.583333333333336,1,1
28,female,skilled,rent,quite rich,moderate,4113,24,1,car,Young,171.375,4,2
26,female,highly skilled,own,little,little,10974,36,1,furniture/equipment,Young,304.8333333333333,1,1
29,female,skilled,own,little,little,1893,12,0,car,Young,157.75,1,1
57,female,highly skilled,rent,rich,little,1231,24,0,radio/TV,Middle-aged,51.291666666666664,3,1
49,male,unskilled_and_non-resident,own,little,rich,3656,30,0,radio/TV,Middle-aged,121.86666666666666,1,3
37,male,unskilled_and_non-resident,own,little,moderate,1154,9,0,radio/TV,Middle-aged,128.22222222222223,1,2
45,male,unskilled_and_non-resident,own,little,little,4006,28,1,car,Middle-aged,143.07142857142858,1,1
30,male,skilled,free,moderate,moderate,3069,24,0,furniture/equipment,Young,127.875,2,2
30,male,skilled,rent,little,little,1740,6,0,radio/TV,Young,290.0,1,1
47,male,skilled,own,little,moderate,2353,21,0,car,Middle-aged,112.04761904761905,1,2
29,male,skilled,own,little,moderate,3556,15,0,car,Young,237.06666666666666,1,2
35,male,skilled,own,quite rich,moderate,2397,24,1,radio/TV,Middle-aged,99.875,4,2
22,male,unskilled_and_non-resident,own,little,moderate,454,6,0,repairs,Young,75.66666666666667,1,2
26,female,skilled,own,little,moderate,1715,30,0,radio/TV,Young,57.166666666666664,1,2
23,male,unskilled_and_non-resident,own,quite rich,moderate,2520,27,1,radio/TV,Young,93.33333333333333,4,2
54,female,highly skilled,rent,little,little,3568,15,0,radio/TV,Middle-aged,237.86666666666667,1,1
29,male,skilled,rent,little,moderate,7166,42,0,radio/TV,Young,170.61904761904762,1,2
40,male,unskilled_and_non-resident,own,little,little,3939,11,0,car,Middle-aged,358.09090909090907,1,1
22,male,skilled,own,moderate,moderate,1514,15,0,repairs,Young,100.93333333333334,2,2
43,male,unskilled_and_non-resident,own,little,little,7393,24,0,car,Middle-aged,308.0416666666667,1,1
29,female,unskilled_and_non-resident,rent,little,little,1193,24,1,car,Young,49.708333333333336,1,1
36,male,skilled,rent,little,little,7297,60,1,business,Middle-aged,121.61666666666666,1,1
33,female,skilled,own,little,little,2831,30,0,radio/TV,Young,94.36666666666666,1,1
57,female,unskilled_and_non-resident,own,quite rich,rich,1258,24,0,radio/TV,Middle-aged,52.416666666666664,4,3
64,female,skilled,own,little,moderate,753,6,0,radio/TV,Middle-aged,125.5,1,2
42,male,skilled,own,little,moderate,2427,18,0,business,Middle-aged,134.83333333333334,1,2
47,male,unskilled_and_non-resident,own,little,little,2538,24,1,car,Middle-aged,105.75,1,1
25,male,skilled,rent,moderate,moderate,1264,15,1,car,Young,84.26666666666667,2,2
49,male,skilled,own,little,moderate,8386,30,1,furniture/equipment,Middle-aged,279.53333333333336,1,2
33,male,highly skilled,rent,little,little,4844,48,1,business,Young,100.91666666666667,1,1
28,female,highly skilled,own,moderate,rich,2923,21,0,car,Young,139.1904761904762,2,3
26,male,skilled,own,little,little,8229,36,1,car,Young,228.58333333333334,1,1
30,male,unskilled_and_non-resident,own,little,little,2028,24,0,furniture/equipment,Young,84.5,1,1
25,female,skilled,rent,little,little,1433,15,0,furniture/equipment,Young,95.53333333333333,1,1
33,male,skilled,own,little,rich,6289,42,0,business,Young,149.73809523809524,1,3
64,female,skilled,own,moderate,moderate,1409,13,0,radio/TV,Middle-aged,108.38461538461539,2,2
29,male,highly skilled,free,little,little,6579,24,0,car,Young,274.125,1,1
48,male,unskilled_and_non-resident,own,little,moderate,1743,24,0,radio/TV,Middle-aged,72.625,1,2
37,male,unskilled_and_non-resident,own,little,moderate,3565,12,0,education,Middle-aged,297.0833333333333,1,2
34,male,unskilled_and_non-resident,own,moderate,moderate,1569,15,0,radio/TV,Young,104.6,2,2
23,male,unskilled_and_non-resident,rent,little,little,1936,18,0,radio/TV,Young,107.55555555555556,1,1
30,male,highly skilled,own,little,little,3959,36,0,furniture/equipment,Young,109.97222222222223,1,1
50,male,skilled,own,little,moderate,2390,12,0,car,Middle-aged,199.16666666666666,1,2
31,female,unskilled_and_non-resident,own,little,little,1736,12,0,furniture/equipment,Young,144.66666666666666,1,1
40,male,highly skilled,own,little,little,3857,30,0,car,Middle-aged,128.56666666666666,1,1
38,male,skilled,own,little,little,804,12,0,radio/TV,Middle-aged,67.0,1,1
23,male,skilled,free,little,little,1845,45,1,radio/TV,Young,41.0,1,1
27,male,skilled,own,moderate,moderate,4576,45,0,car,Young,101.68888888888888,2,2
